topic, metric, value, alpha, gamma, eta, inference, dataset
38,PMI,56.2538,1.00E-05,1.00E-05,0.000114,rand,denews
39,PMI,51.0841,1.00E-05,1.00E-05,0.000114,rand,denews
40,PMI,28.5083,1.00E-05,1.00E-05,0.000114,rand,denews
41,PMI,51.302,1.00E-05,1.00E-05,0.000114,rand,denews
42,PMI,-17.1788,1.00E-05,1.00E-05,0.000114,rand,denews
43,PMI,-14.8974,1.00E-05,1.00E-05,0.000114,rand,denews
44,PMI,-10.4602,1.00E-05,1.00E-05,0.000114,rand,denews
45,PMI,38.6203,1.00E-05,1.00E-05,0.000114,rand,denews
46,PMI,15.7374,1.00E-05,1.00E-05,0.000114,rand,denews
47,PMI,122.065,1.00E-05,1.00E-05,0.000114,rand,denews
48,PMI,15.3494,1.00E-05,1.00E-05,0.000114,rand,denews
49,PMI,-38.9874,1.00E-05,1.00E-05,0.000114,rand,denews
50,PMI,28.2577,1.00E-05,1.00E-05,0.000114,rand,denews
51,PMI,-22.5364,1.00E-05,1.00E-05,0.000114,rand,denews
52,PMI,13.9052,1.00E-05,1.00E-05,0.000114,rand,denews
53,PMI,23.0547,1.00E-05,1.00E-05,0.000114,rand,denews
54,PMI,44.5008,1.00E-05,1.00E-05,0.000114,rand,denews
55,PMI,-54.8696,1.00E-05,1.00E-05,0.000114,rand,denews
56,PMI,52.5065,1.00E-05,1.00E-05,0.000114,rand,denews
57,PMI,-1.21494,1.00E-05,1.00E-05,0.000114,rand,denews
58,PMI,4.26875,1.00E-05,1.00E-05,0.000114,rand,denews
59,PMI,27.5638,1.00E-05,1.00E-05,0.000114,rand,denews
60,PMI,33.5419,1.00E-05,1.00E-05,0.000114,rand,denews
0,scs,-335.118,1.00E-05,1.00E-05,0.000114,rand,denews
1,scs,-276.982,1.00E-05,1.00E-05,0.000114,rand,denews
2,scs,-248.017,1.00E-05,1.00E-05,0.000114,rand,denews
3,scs,-290.551,1.00E-05,1.00E-05,0.000114,rand,denews
4,scs,-293.554,1.00E-05,1.00E-05,0.000114,rand,denews
5,scs,-247.359,1.00E-05,1.00E-05,0.000114,rand,denews
6,scs,-270.007,1.00E-05,1.00E-05,0.000114,rand,denews
7,scs,-298.127,1.00E-05,1.00E-05,0.000114,rand,denews
8,scs,-332.92,1.00E-05,1.00E-05,0.000114,rand,denews
9,scs,-326.867,1.00E-05,1.00E-05,0.000114,rand,denews
10,scs,-288.619,1.00E-05,1.00E-05,0.000114,rand,denews
11,scs,-224.898,1.00E-05,1.00E-05,0.000114,rand,denews
12,scs,-256.671,1.00E-05,1.00E-05,0.000114,rand,denews
13,scs,-329.842,1.00E-05,1.00E-05,0.000114,rand,denews
14,scs,-281.003,1.00E-05,1.00E-05,0.000114,rand,denews
15,scs,-319.532,1.00E-05,1.00E-05,0.000114,rand,denews
16,scs,-275.339,1.00E-05,1.00E-05,0.000114,rand,denews
17,scs,-273.262,1.00E-05,1.00E-05,0.000114,rand,denews
18,scs,-256.39,1.00E-05,1.00E-05,0.000114,rand,denews
19,scs,-333.15,1.00E-05,1.00E-05,0.000114,rand,denews
20,scs,-267.411,1.00E-05,1.00E-05,0.000114,rand,denews
21,scs,-273.995,1.00E-05,1.00E-05,0.000114,rand,denews
22,scs,-260.704,1.00E-05,1.00E-05,0.000114,rand,denews
23,scs,-241.706,1.00E-05,1.00E-05,0.000114,rand,denews
24,scs,-313.858,1.00E-05,1.00E-05,0.000114,rand,denews
25,scs,-255.858,1.00E-05,1.00E-05,0.000114,rand,denews
26,scs,-221.901,1.00E-05,1.00E-05,0.000114,rand,denews
27,scs,-284.343,1.00E-05,1.00E-05,0.000114,rand,denews
28,scs,-354.962,1.00E-05,1.00E-05,0.000114,rand,denews
29,scs,-270.31,1.00E-05,1.00E-05,0.000114,rand,denews
30,scs,-321.622,1.00E-05,1.00E-05,0.000114,rand,denews
31,scs,-268.979,1.00E-05,1.00E-05,0.000114,rand,denews
32,scs,-429.653,1.00E-05,1.00E-05,0.000114,rand,denews
33,scs,-372.875,1.00E-05,1.00E-05,0.000114,rand,denews
34,scs,-319.839,1.00E-05,1.00E-05,0.000114,rand,denews
35,scs,-311.908,1.00E-05,1.00E-05,0.000114,rand,denews
36,scs,-339.077,1.00E-05,1.00E-05,0.000114,rand,denews
37,scs,-187.774,1.00E-05,1.00E-05,0.000114,rand,denews
38,scs,-245.503,1.00E-05,1.00E-05,0.000114,rand,denews
39,scs,-369.585,1.00E-05,1.00E-05,0.000114,rand,denews
40,scs,-353.946,1.00E-05,1.00E-05,0.000114,rand,denews
41,scs,-303.602,1.00E-05,1.00E-05,0.000114,rand,denews
42,scs,-249.605,1.00E-05,1.00E-05,0.000114,rand,denews
43,scs,-225.051,1.00E-05,1.00E-05,0.000114,rand,denews
44,scs,-312.588,1.00E-05,1.00E-05,0.000114,rand,denews
45,scs,-296.811,1.00E-05,1.00E-05,0.000114,rand,denews
46,scs,-303.702,1.00E-05,1.00E-05,0.000114,rand,denews
47,scs,-233.443,1.00E-05,1.00E-05,0.000114,rand,denews
48,scs,-298.361,1.00E-05,1.00E-05,0.000114,rand,denews
49,scs,-296.777,1.00E-05,1.00E-05,0.000114,rand,denews
50,scs,-219.052,1.00E-05,1.00E-05,0.000114,rand,denews
51,scs,-333.261,1.00E-05,1.00E-05,0.000114,rand,denews
52,scs,-265.802,1.00E-05,1.00E-05,0.000114,rand,denews
53,scs,-218.547,1.00E-05,1.00E-05,0.000114,rand,denews
54,scs,-233.995,1.00E-05,1.00E-05,0.000114,rand,denews
55,scs,-343.675,1.00E-05,1.00E-05,0.000114,rand,denews
56,scs,-335.618,1.00E-05,1.00E-05,0.000114,rand,denews
57,scs,-235.557,1.00E-05,1.00E-05,0.000114,rand,denews
58,scs,-303.028,1.00E-05,1.00E-05,0.000114,rand,denews
59,scs,-336.957,1.00E-05,1.00E-05,0.000114,rand,denews
60,scs,-348.01,1.00E-05,1.00E-05,0.000114,rand,denews
0,ITD,9.83051,1.00E-05,1.00E-05,0.000114,rgs,denews
1,ITD,9.9322,1.00E-05,1.00E-05,0.000114,rgs,denews
2,ITD,9.72881,1.00E-05,1.00E-05,0.000114,rgs,denews
3,ITD,9.94915,1.00E-05,1.00E-05,0.000114,rgs,denews
4,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
5,ITD,9.64407,1.00E-05,1.00E-05,0.000114,rgs,denews
6,ITD,9.77966,1.00E-05,1.00E-05,0.000114,rgs,denews
7,ITD,9.71186,1.00E-05,1.00E-05,0.000114,rgs,denews
8,ITD,9.86441,1.00E-05,1.00E-05,0.000114,rgs,denews
9,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
10,ITD,9.84746,1.00E-05,1.00E-05,0.000114,rgs,denews
11,ITD,9.91525,1.00E-05,1.00E-05,0.000114,rgs,denews
12,ITD,9.94915,1.00E-05,1.00E-05,0.000114,rgs,denews
13,ITD,9.89831,1.00E-05,1.00E-05,0.000114,rgs,denews
14,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
15,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
16,ITD,9.94915,1.00E-05,1.00E-05,0.000114,rgs,denews
17,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
18,ITD,9.79661,1.00E-05,1.00E-05,0.000114,rgs,denews
19,ITD,9.76271,1.00E-05,1.00E-05,0.000114,rgs,denews
20,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
21,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
22,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
23,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
24,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
25,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
26,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
27,ITD,9.84746,1.00E-05,1.00E-05,0.000114,rgs,denews
28,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
29,ITD,9.83051,1.00E-05,1.00E-05,0.000114,rgs,denews
30,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
31,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
32,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
33,ITD,9.9661,1.00E-05,1.00E-05,0.000114,rgs,denews
34,ITD,9.88136,1.00E-05,1.00E-05,0.000114,rgs,denews
35,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
36,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
37,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
38,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
39,ITD,9.94915,1.00E-05,1.00E-05,0.000114,rgs,denews
40,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
41,ITD,9.9322,1.00E-05,1.00E-05,0.000114,rgs,denews
42,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
43,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
44,ITD,9.9661,1.00E-05,1.00E-05,0.000114,rgs,denews
45,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
46,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
47,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
48,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
49,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
50,ITD,9.94915,1.00E-05,1.00E-05,0.000114,rgs,denews
51,ITD,9.89831,1.00E-05,1.00E-05,0.000114,rgs,denews
52,ITD,10,1.00E-05,1.00E-05,0.000114,rgs,denews
53,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
54,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
55,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
56,ITD,9.94915,1.00E-05,1.00E-05,0.000114,rgs,denews
57,ITD,9.9322,1.00E-05,1.00E-05,0.000114,rgs,denews
58,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
59,ITD,9.98305,1.00E-05,1.00E-05,0.000114,rgs,denews
0,PMI,66.1552,1.00E-05,1.00E-05,0.000114,rgs,denews
1,PMI,90.9672,1.00E-05,1.00E-05,0.000114,rgs,denews
2,PMI,55.5158,1.00E-05,1.00E-05,0.000114,rgs,denews
3,PMI,-15.3427,1.00E-05,1.00E-05,0.000114,rgs,denews
4,PMI,38.8298,1.00E-05,1.00E-05,0.000114,rgs,denews
5,PMI,50.1318,1.00E-05,1.00E-05,0.000114,rgs,denews
6,PMI,43.4232,1.00E-05,1.00E-05,0.000114,rgs,denews
7,PMI,44.5862,1.00E-05,1.00E-05,0.000114,rgs,denews
8,PMI,84.6482,1.00E-05,1.00E-05,0.000114,rgs,denews
9,PMI,14.366,1.00E-05,1.00E-05,0.000114,rgs,denews
10,PMI,59.008,1.00E-05,1.00E-05,0.000114,rgs,denews
11,PMI,21.1519,1.00E-05,1.00E-05,0.000114,rgs,denews
12,PMI,84.3135,1.00E-05,1.00E-05,0.000114,rgs,denews
13,PMI,-2.81252,1.00E-05,1.00E-05,0.000114,rgs,denews
14,PMI,59.0834,1.00E-05,1.00E-05,0.000114,rgs,denews
15,PMI,52.3662,1.00E-05,1.00E-05,0.000114,rgs,denews
16,PMI,41.6535,1.00E-05,1.00E-05,0.000114,rgs,denews
17,PMI,51.3852,1.00E-05,1.00E-05,0.000114,rgs,denews
18,PMI,35.6423,1.00E-05,1.00E-05,0.000114,rgs,denews
19,PMI,46.9416,1.00E-05,1.00E-05,0.000114,rgs,denews
20,PMI,14.6648,1.00E-05,1.00E-05,0.000114,rgs,denews
21,PMI,39.146,1.00E-05,1.00E-05,0.000114,rgs,denews
22,PMI,63.4039,1.00E-05,1.00E-05,0.000114,rgs,denews
23,PMI,47.4595,1.00E-05,1.00E-05,0.000114,rgs,denews
24,PMI,-38.8324,1.00E-05,1.00E-05,0.000114,rgs,denews
25,PMI,78.6551,1.00E-05,1.00E-05,0.000114,rgs,denews
26,PMI,49.6099,1.00E-05,1.00E-05,0.000114,rgs,denews
27,PMI,29.8706,1.00E-05,1.00E-05,0.000114,rgs,denews
28,PMI,15.8931,1.00E-05,1.00E-05,0.000114,rgs,denews
29,PMI,55.9076,1.00E-05,1.00E-05,0.000114,rgs,denews
30,PMI,26.0548,1.00E-05,1.00E-05,0.000114,rgs,denews
31,PMI,5.35699,1.00E-05,1.00E-05,0.000114,rgs,denews
32,PMI,7.11866,1.00E-05,1.00E-05,0.000114,rgs,denews
33,PMI,45.3386,1.00E-05,1.00E-05,0.000114,rgs,denews
34,PMI,59.4768,1.00E-05,1.00E-05,0.000114,rgs,denews
35,PMI,279.006,1.00E-05,1.00E-05,0.000114,rgs,denews
36,PMI,30.1518,1.00E-05,1.00E-05,0.000114,rgs,denews
37,PMI,-9.36042,1.00E-05,1.00E-05,0.000114,rgs,denews
38,PMI,-15.567,1.00E-05,1.00E-05,0.000114,rgs,denews
39,PMI,48.1379,1.00E-05,1.00E-05,0.000114,rgs,denews
40,PMI,5.38196,1.00E-05,1.00E-05,0.000114,rgs,denews
41,PMI,51.9333,1.00E-05,1.00E-05,0.000114,rgs,denews
42,PMI,-27.5879,1.00E-05,1.00E-05,0.000114,rgs,denews
43,PMI,1.63044,1.00E-05,1.00E-05,0.000114,rgs,denews
44,PMI,64.554,1.00E-05,1.00E-05,0.000114,rgs,denews
45,PMI,54.7783,1.00E-05,1.00E-05,0.000114,rgs,denews
46,PMI,-17.2397,1.00E-05,1.00E-05,0.000114,rgs,denews
47,PMI,-14.3279,1.00E-05,1.00E-05,0.000114,rgs,denews
48,PMI,35.8769,1.00E-05,1.00E-05,0.000114,rgs,denews
49,PMI,41.3097,1.00E-05,1.00E-05,0.000114,rgs,denews
50,PMI,13.2811,1.00E-05,1.00E-05,0.000114,rgs,denews
51,PMI,15.7374,1.00E-05,1.00E-05,0.000114,rgs,denews
52,PMI,-41.3423,1.00E-05,1.00E-05,0.000114,rgs,denews
53,PMI,10.0298,1.00E-05,1.00E-05,0.000114,rgs,denews
54,PMI,-37.5412,1.00E-05,1.00E-05,0.000114,rgs,denews
55,PMI,65.5249,1.00E-05,1.00E-05,0.000114,rgs,denews
56,PMI,33.8983,1.00E-05,1.00E-05,0.000114,rgs,denews
57,PMI,-12.7412,1.00E-05,1.00E-05,0.000114,rgs,denews
58,PMI,-25.7551,1.00E-05,1.00E-05,0.000114,rgs,denews
59,PMI,15.4288,1.00E-05,1.00E-05,0.000114,rgs,denews
0,scs,-335.118,1.00E-05,1.00E-05,0.000114,rgs,denews
1,scs,-287.37,1.00E-05,1.00E-05,0.000114,rgs,denews
2,scs,-318.781,1.00E-05,1.00E-05,0.000114,rgs,denews
3,scs,-248.023,1.00E-05,1.00E-05,0.000114,rgs,denews
4,scs,-312.738,1.00E-05,1.00E-05,0.000114,rgs,denews
5,scs,-219.213,1.00E-05,1.00E-05,0.000114,rgs,denews
6,scs,-310.448,1.00E-05,1.00E-05,0.000114,rgs,denews
7,scs,-237.808,1.00E-05,1.00E-05,0.000114,rgs,denews
8,scs,-237.22,1.00E-05,1.00E-05,0.000114,rgs,denews
9,scs,-352.325,1.00E-05,1.00E-05,0.000114,rgs,denews
10,scs,-296.043,1.00E-05,1.00E-05,0.000114,rgs,denews
11,scs,-300.858,1.00E-05,1.00E-05,0.000114,rgs,denews
12,scs,-288.619,1.00E-05,1.00E-05,0.000114,rgs,denews
13,scs,-260.806,1.00E-05,1.00E-05,0.000114,rgs,denews
14,scs,-263.397,1.00E-05,1.00E-05,0.000114,rgs,denews
15,scs,-338.131,1.00E-05,1.00E-05,0.000114,rgs,denews
16,scs,-322.488,1.00E-05,1.00E-05,0.000114,rgs,denews
17,scs,-363.187,1.00E-05,1.00E-05,0.000114,rgs,denews
18,scs,-282.165,1.00E-05,1.00E-05,0.000114,rgs,denews
19,scs,-354.244,1.00E-05,1.00E-05,0.000114,rgs,denews
20,scs,-344.762,1.00E-05,1.00E-05,0.000114,rgs,denews
21,scs,-255.659,1.00E-05,1.00E-05,0.000114,rgs,denews
22,scs,-305.684,1.00E-05,1.00E-05,0.000114,rgs,denews
23,scs,-179.567,1.00E-05,1.00E-05,0.000114,rgs,denews
24,scs,-284.092,1.00E-05,1.00E-05,0.000114,rgs,denews
25,scs,-262.897,1.00E-05,1.00E-05,0.000114,rgs,denews
26,scs,-318.084,1.00E-05,1.00E-05,0.000114,rgs,denews
27,scs,-306.943,1.00E-05,1.00E-05,0.000114,rgs,denews
28,scs,-335.814,1.00E-05,1.00E-05,0.000114,rgs,denews
29,scs,-160.269,1.00E-05,1.00E-05,0.000114,rgs,denews
30,scs,-218.164,1.00E-05,1.00E-05,0.000114,rgs,denews
31,scs,-303.921,1.00E-05,1.00E-05,0.000114,rgs,denews
32,scs,-286.222,1.00E-05,1.00E-05,0.000114,rgs,denews
33,scs,-314.819,1.00E-05,1.00E-05,0.000114,rgs,denews
34,scs,-295.908,1.00E-05,1.00E-05,0.000114,rgs,denews
35,scs,-235.267,1.00E-05,1.00E-05,0.000114,rgs,denews
36,scs,-283.452,1.00E-05,1.00E-05,0.000114,rgs,denews
37,scs,-263.493,1.00E-05,1.00E-05,0.000114,rgs,denews
38,scs,-323.41,1.00E-05,1.00E-05,0.000114,rgs,denews
39,scs,-282.263,1.00E-05,1.00E-05,0.000114,rgs,denews
40,scs,-267.876,1.00E-05,1.00E-05,0.000114,rgs,denews
41,scs,-305.61,1.00E-05,1.00E-05,0.000114,rgs,denews
42,scs,-277.746,1.00E-05,1.00E-05,0.000114,rgs,denews
43,scs,-297.026,1.00E-05,1.00E-05,0.000114,rgs,denews
44,scs,-225.812,1.00E-05,1.00E-05,0.000114,rgs,denews
45,scs,-186.148,1.00E-05,1.00E-05,0.000114,rgs,denews
46,scs,-269.962,1.00E-05,1.00E-05,0.000114,rgs,denews
47,scs,-332.775,1.00E-05,1.00E-05,0.000114,rgs,denews
48,scs,-277.327,1.00E-05,1.00E-05,0.000114,rgs,denews
49,scs,-317.956,1.00E-05,1.00E-05,0.000114,rgs,denews
50,scs,-260.704,1.00E-05,1.00E-05,0.000114,rgs,denews
51,scs,-345.455,1.00E-05,1.00E-05,0.000114,rgs,denews
52,scs,-258.546,1.00E-05,1.00E-05,0.000114,rgs,denews
53,scs,-280.285,1.00E-05,1.00E-05,0.000114,rgs,denews
54,scs,-336.562,1.00E-05,1.00E-05,0.000114,rgs,denews
55,scs,-219.854,1.00E-05,1.00E-05,0.000114,rgs,denews
56,scs,-189.224,1.00E-05,1.00E-05,0.000114,rgs,denews
57,scs,-303.15,1.00E-05,1.00E-05,0.000114,rgs,denews
58,scs,-350.955,1.00E-05,1.00E-05,0.000114,rgs,denews
59,scs,-310.68,1.00E-05,1.00E-05,0.000114,rgs,denews
0,ITD,9.95946,1.00E-05,1.00E-05,0.000114,sa,denews
1,ITD,9.94595,1.00E-05,1.00E-05,0.000114,sa,denews
2,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
3,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
4,ITD,9.81081,1.00E-05,1.00E-05,0.000114,sa,denews
5,ITD,9.87838,1.00E-05,1.00E-05,0.000114,sa,denews
6,ITD,9.94595,1.00E-05,1.00E-05,0.000114,sa,denews
7,ITD,9.82432,1.00E-05,1.00E-05,0.000114,sa,denews
8,ITD,10,1.00E-05,1.00E-05,0.000114,sa,denews
9,ITD,9.87838,1.00E-05,1.00E-05,0.000114,sa,denews
10,ITD,9.91892,1.00E-05,1.00E-05,0.000114,sa,denews
11,ITD,9.91892,1.00E-05,1.00E-05,0.000114,sa,denews
12,ITD,9.81081,1.00E-05,1.00E-05,0.000114,sa,denews
13,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
14,ITD,9.90541,1.00E-05,1.00E-05,0.000114,sa,denews
15,ITD,10,1.00E-05,1.00E-05,0.000114,sa,denews
16,ITD,9.94595,1.00E-05,1.00E-05,0.000114,sa,denews
17,ITD,9.93243,1.00E-05,1.00E-05,0.000114,sa,denews
18,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
19,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
20,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
21,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
22,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
23,ITD,9.93243,1.00E-05,1.00E-05,0.000114,sa,denews
24,ITD,9.87838,1.00E-05,1.00E-05,0.000114,sa,denews
25,ITD,9.97297,1.00E-05,1.00E-05,0.000114,sa,denews
26,ITD,9.97297,1.00E-05,1.00E-05,0.000114,sa,denews
27,ITD,9.83784,1.00E-05,1.00E-05,0.000114,sa,denews
28,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
29,ITD,9.94595,1.00E-05,1.00E-05,0.000114,sa,denews
30,ITD,9.95946,1.00E-05,1.00E-05,0.000114,sa,denews
31,ITD,10,1.00E-05,1.00E-05,0.000114,sa,denews
32,ITD,9.97297,1.00E-05,1.00E-05,0.000114,sa,denews
33,ITD,10,1.00E-05,1.00E-05,0.000114,sa,denews
34,ITD,10,1.00E-05,1.00E-05,0.000114,sa,denews
35,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
36,ITD,10,1.00E-05,1.00E-05,0.000114,sa,denews
37,ITD,9.94595,1.00E-05,1.00E-05,0.000114,sa,denews
38,ITD,9.97297,1.00E-05,1.00E-05,0.000114,sa,denews
39,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
40,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
41,ITD,10,1.00E-05,1.00E-05,0.000114,sa,denews
42,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
43,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
44,ITD,9.95946,1.00E-05,1.00E-05,0.000114,sa,denews
45,ITD,9.97297,1.00E-05,1.00E-05,0.000114,sa,denews
46,ITD,10,1.00E-05,1.00E-05,0.000114,sa,denews
47,ITD,10,1.00E-05,1.00E-05,0.000114,sa,denews
48,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
49,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
50,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
51,ITD,9.94595,1.00E-05,1.00E-05,0.000114,sa,denews
52,ITD,9.89189,1.00E-05,1.00E-05,0.000114,sa,denews
53,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
54,ITD,10,1.00E-05,1.00E-05,0.000114,sa,denews
55,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
56,ITD,9.91892,1.00E-05,1.00E-05,0.000114,sa,denews
57,ITD,9.91892,1.00E-05,1.00E-05,0.000114,sa,denews
58,ITD,9.94595,1.00E-05,1.00E-05,0.000114,sa,denews
59,ITD,9.93243,1.00E-05,1.00E-05,0.000114,sa,denews
60,ITD,9.97297,1.00E-05,1.00E-05,0.000114,sa,denews
61,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
62,ITD,9.93243,1.00E-05,1.00E-05,0.000114,sa,denews
63,ITD,10,1.00E-05,1.00E-05,0.000114,sa,denews
64,ITD,9.97297,1.00E-05,1.00E-05,0.000114,sa,denews
65,ITD,10,1.00E-05,1.00E-05,0.000114,sa,denews
66,ITD,9.97297,1.00E-05,1.00E-05,0.000114,sa,denews
67,ITD,9.91892,1.00E-05,1.00E-05,0.000114,sa,denews
68,ITD,9.93243,1.00E-05,1.00E-05,0.000114,sa,denews
69,ITD,9.94595,1.00E-05,1.00E-05,0.000114,sa,denews
70,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
71,ITD,9.98649,1.00E-05,1.00E-05,0.000114,sa,denews
72,ITD,9.97297,1.00E-05,1.00E-05,0.000114,sa,denews
73,ITD,10,1.00E-05,1.00E-05,0.000114,sa,denews
74,ITD,9.87838,1.00E-05,1.00E-05,0.000114,sa,denews
0,PMI,114.286,1.00E-05,1.00E-05,0.000114,sa,denews
1,PMI,81.3621,1.00E-05,1.00E-05,0.000114,sa,denews
2,PMI,-12.9826,1.00E-05,1.00E-05,0.000114,sa,denews
3,PMI,45.7429,1.00E-05,1.00E-05,0.000114,sa,denews
4,PMI,63.253,1.00E-05,1.00E-05,0.000114,sa,denews
5,PMI,48.4496,1.00E-05,1.00E-05,0.000114,sa,denews
6,PMI,12.8459,1.00E-05,1.00E-05,0.000114,sa,denews
7,PMI,51.3008,1.00E-05,1.00E-05,0.000114,sa,denews
8,PMI,45.5744,1.00E-05,1.00E-05,0.000114,sa,denews
9,PMI,28.6371,1.00E-05,1.00E-05,0.000114,sa,denews
10,PMI,1.17107,1.00E-05,1.00E-05,0.000114,sa,denews
11,PMI,78.3718,1.00E-05,1.00E-05,0.000114,sa,denews
12,PMI,41.3294,1.00E-05,1.00E-05,0.000114,sa,denews
13,PMI,63.514,1.00E-05,1.00E-05,0.000114,sa,denews
14,PMI,33.1281,1.00E-05,1.00E-05,0.000114,sa,denews
15,PMI,61.261,1.00E-05,1.00E-05,0.000114,sa,denews
16,PMI,6.46529,1.00E-05,1.00E-05,0.000114,sa,denews
17,PMI,50.7132,1.00E-05,1.00E-05,0.000114,sa,denews
18,PMI,80.0853,1.00E-05,1.00E-05,0.000114,sa,denews
19,PMI,23.6131,1.00E-05,1.00E-05,0.000114,sa,denews
20,PMI,-62.5063,1.00E-05,1.00E-05,0.000114,sa,denews
21,PMI,36.8046,1.00E-05,1.00E-05,0.000114,sa,denews
22,PMI,36.5112,1.00E-05,1.00E-05,0.000114,sa,denews
23,PMI,31.8845,1.00E-05,1.00E-05,0.000114,sa,denews
24,PMI,26.1562,1.00E-05,1.00E-05,0.000114,sa,denews
25,PMI,23.2872,1.00E-05,1.00E-05,0.000114,sa,denews
26,PMI,58.8548,1.00E-05,1.00E-05,0.000114,sa,denews
27,PMI,55.8449,1.00E-05,1.00E-05,0.000114,sa,denews
28,PMI,33.9454,1.00E-05,1.00E-05,0.000114,sa,denews
29,PMI,-1.52314,1.00E-05,1.00E-05,0.000114,sa,denews
30,PMI,-20.0121,1.00E-05,1.00E-05,0.000114,sa,denews
31,PMI,-38.8166,1.00E-05,1.00E-05,0.000114,sa,denews
32,PMI,85.4189,1.00E-05,1.00E-05,0.000114,sa,denews
33,PMI,-5.12709,1.00E-05,1.00E-05,0.000114,sa,denews
34,PMI,19.8062,1.00E-05,1.00E-05,0.000114,sa,denews
35,PMI,51.302,1.00E-05,1.00E-05,0.000114,sa,denews
36,PMI,25.2152,1.00E-05,1.00E-05,0.000114,sa,denews
37,PMI,-21.7515,1.00E-05,1.00E-05,0.000114,sa,denews
38,PMI,-50.0431,1.00E-05,1.00E-05,0.000114,sa,denews
39,PMI,-1.55069,1.00E-05,1.00E-05,0.000114,sa,denews
40,PMI,86.4052,1.00E-05,1.00E-05,0.000114,sa,denews
41,PMI,8.56156,1.00E-05,1.00E-05,0.000114,sa,denews
42,PMI,24.218,1.00E-05,1.00E-05,0.000114,sa,denews
43,PMI,44.057,1.00E-05,1.00E-05,0.000114,sa,denews
44,PMI,70.8983,1.00E-05,1.00E-05,0.000114,sa,denews
45,PMI,61.1335,1.00E-05,1.00E-05,0.000114,sa,denews
46,PMI,87.873,1.00E-05,1.00E-05,0.000114,sa,denews
47,PMI,15.6296,1.00E-05,1.00E-05,0.000114,sa,denews
48,PMI,-37.7044,1.00E-05,1.00E-05,0.000114,sa,denews
